"Laikotarpis","Rodiklis","Statinių pagal tipą klasifikatorius (CC) (gyvenamieji pastatai, vieno ir dviejų butų pastatai)","Kambarių skaičius","Administracinė teritorija","Matavimo vienetai","Reikšmė"
"2015","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","6.7"
"2015","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","6.7"
"2015","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","8.1"
"2015","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","8.1"
"2015","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","52"
"2015","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.","2"
"2015","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.","1"
"2015","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","7"
"2015","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","17"
"2015","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","13"
"2015","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","12"
"2014","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","52"
"2014","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","52"
"2014","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","7.7"
"2014","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","7.7"
"2014","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","51"
"2014","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","51"
"2014","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","52"
"2014","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","52"
"2014","Pradėtų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","47"
"2014","Pradėtų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","47"
"2014","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","47"
"2014","Pradėtų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","47"
"2014","Pradėtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","8.6"
"2014","Pradėtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","8.6"
"2014","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","6.6"
"2014","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","6.6"
"2014","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","39"
"2014","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.",
"2014","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.",
"2014","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","2"
"2014","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","13"
"2014","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","14"
"2014","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","10"
"2013","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","64"
"2013","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","64"
"2013","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","10.6"
"2013","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","10.6"
"2013","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","62"
"2013","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","62"
"2013","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","62"
"2013","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","62"
"2013","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","4.6"
"2013","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","4.6"
"2013","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","30"
"2013","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.",
"2013","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.","3"
"2013","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","6"
"2013","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","6"
"2013","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","8"
"2013","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","7"
"2012","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","103"
"2012","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","64"
"2012","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","12.5"
"2012","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","10.0"
"2012","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","66"
"2012","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","64"
"2012","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","66"
"2012","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","64"
"2012","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","3.0"
"2012","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","3.0"
"2012","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","20"
"2012","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.",
"2012","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.","3"
"2012","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","5"
"2012","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","3"
"2012","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","7"
"2012","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","2"
"2011","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","57"
"2011","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","57"
"2011","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","8.9"
"2011","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","8.9"
"2011","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","56"
"2011","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","56"
"2011","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","56"
"2011","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","56"
"2011","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","4.8"
"2011","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","4.8"
"2011","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","34"
"2011","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.",
"2011","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.","1"
"2011","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","8"
"2011","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","12"
"2011","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","7"
"2011","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","6"
"2010","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","37"
"2010","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","37"
"2010","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","6.4"
"2010","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","6.4"
"2010","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","37"
"2010","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","37"
"2010","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","37"
"2010","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","37"
"2010","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","2.9"
"2010","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","2.9"
"2010","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","21"
"2010","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.",
"2010","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.","2"
"2010","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","4"
"2010","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","8"
"2010","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","4"
"2010","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","3"
"2009","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","71"
"2009","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","71"
"2009","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","11.3"
"2009","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","11.3"
"2009","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","71"
"2009","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","71"
"2009","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","71"
"2009","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","71"
"2009","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","8.0"
"2009","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","8.0"
"2009","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","51"
"2009","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.",
"2009","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.","2"
"2009","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","7"
"2009","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","15"
"2009","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","17"
"2009","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","10"
"2008","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","120"
"2008","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","120"
"2008","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","18.3"
"2008","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","18.3"
"2008","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","118"
"2008","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","118"
"2008","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","118"
"2008","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","118"
"2008","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","11.3"
"2008","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","5.9"
"2008","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","109"
"2008","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.",
"2008","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.","61"
"2008","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","14"
"2008","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","15"
"2008","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","12"
"2008","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","7"
"2007","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","98"
"2007","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","98"
"2007","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","12.3"
"2007","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","12.3"
"2007","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","95"
"2007","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","95"
"2007","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","95"
"2007","Leistų statyti naujų gyvenamųjų pastatų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","95"
"2007","Baigtų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","4.7"
"2007","Baigtų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","4.7"
"2007","Baigtų statyti būstų skaičius","","Iš viso pastatytų butų","Elektrėnų sav.","vnt.","34"
"2007","Baigtų statyti būstų skaičius","","1 kambario","Elektrėnų sav.","vnt.",
"2007","Baigtų statyti būstų skaičius","","2 kambarių","Elektrėnų sav.","vnt.","1"
"2007","Baigtų statyti būstų skaičius","","3 kambarių","Elektrėnų sav.","vnt.","5"
"2007","Baigtų statyti būstų skaičius","","4 kambarių","Elektrėnų sav.","vnt.","11"
"2007","Baigtų statyti būstų skaičius","","5 kambarių","Elektrėnų sav.","vnt.","13"
"2007","Baigtų statyti būstų skaičius","","6 ir daugiau kambarių","Elektrėnų sav.","vnt.","4"
"2006","Leistų statyti būstų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","213"
"2006","Leistų statyti būstų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","73"
"2006","Leistų statyti būstų naudingasis plotas","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","tūkst. m²","21.0"
"2006","Leistų statyti būstų naudingasis plotas","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","tūkst. m²","10.8"
"2006","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","74"
"2006","Naujų gyvenamųjų pastatų statybą leidžiančių dokumentų skaičius","Vieno ir dviejų būstų pastatai","","Elektrėnų sav.","vnt.","73"
"2006","Leistų statyti naujų gyvenamųjų pastatų skaičius","Gyvenamieji pastatai, iš viso","","Elektrėnų sav.","vnt.","74"
